ISBN,Título,Autor,Editora,Ano,Páginas,Disciplina,Capa,Qtd_Exemplares,Avaliação,Empréstimos
9781471877575,Geography for Common Entrance,James Dale-Adcock,Hodder Education Group,2014,0,Geografia,https://covers.openlibrary.org/b/id/13250768-L.jpg,5,4.6,49
9781292161952,Earth,"Edward J. Tarbuck, Frederick K. Lutgens","Pearson Education, Limited",2017,0,Geografia,,9,4.7,16
9780321864031,McKnight's Physical Geography,"Darrel Hess, Dennis G. Tasa",Pearson,2013,597,Geografia,,6,4.9,28
9780321616876,Physical Geography,"Tom L. McKnight, Darrel Hess","Prentice Hall, Brand: Prentice Hall","Nov 23, 2008",720,Geografia,https://covers.openlibrary.org/b/id/10278002-L.jpg,5,4.4,8
9780023224430,Geosystems,Robert W. Christopherson,"Macmillan, Maxwell Macmillan Canada, Maxwell Macmillan International",1992,616,Geografia,https://covers.openlibrary.org/b/id/11637154-L.jpg,3,4.7,41
9788495799159,"ORIGEN DE LOS CONTINENETES Y OCEANOS,EL",Alfred Wegener,"Generic, METAFORA EDICIONES","Jan 01, 1900",0,Geografia,https://covers.openlibrary.org/b/id/13453917-L.jpg,3,4.7,27
9781845455828,Rethinking the informal city,"Felipe Hernández, Peter Kellett",Berghahn Books,2009,264,Geografia,https://covers.openlibrary.org/b/id/13336197-L.jpg,2,4.9,93
9781351013833,Narratives of Place in Literature and Film,"Steven Allen, Kirsten Møllegaard",Taylor & Francis Group,2018,236,Geografia,,3,3.9,38
9781351578295,Learning Cities in Late Antiquity,Jan R. Stenger,Taylor & Francis Group,2018,264,Geografia,,8,4.8,67
9780470907788,Visualizing Human Geography,Alyson L. Greiner,"Wiley & Sons, Incorporated, John",2012,0,Geografia,,5,4.3,66
9789063693022,Get Agile!,Pieter Jongerius,BIS Publishers,2012,168,Gerência de Projetos,https://covers.openlibrary.org/b/id/9328418-L.jpg,1,4.4,13
9781439825150,Scrum project management,Kim H. Pries,CRC Press,2011,0,Gerência de Projetos,https://covers.openlibrary.org/b/id/9845192-L.jpg,3,4.3,62
9782364560918,Agile Innovation,Jean-Loup Richet,ESSEC - Institute for Strategic Innovation and Services,July 2013,0,Gerência de Projetos,,1,3.8,74
978-6586660180,Product Backlog Building (PBB),"Paulo Caroli, Fábio Aguiar",Editora Caroli,"March 20, 2022",144,Gerência de Projetos,https://covers.openlibrary.org/b/id/12819697-L.jpg,8,3.5,36
9780471436317,Project Management,Harold Kerzner,John Wiley & Sons Inc,January 2001,1232,Gerência de Projetos,https://covers.openlibrary.org/b/id/5051091-L.jpg,9,4.3,73
9781351678971,Lean and Agile Project Management,Terra Vanzant Stern,Productivity Press,2017,338,Gerência de Projetos,,6,4.2,12
9781000097733,Healthcare Digital Transformation,"Edward Marx, Paddy Padmanabhan",Productivity Press,2020,216,Gerência de Projetos,,6,4.0,87
9781119146629,Project Management,"Samuel E. Portny, Samuel J. Mantel, Jack R. Meredith, Scott M. Shafer, Margaret M. Sutton, Brian E. Kramer","Wiley & Sons, Incorporated, John",2016,0,Gerência de Projetos,,5,4.1,34
9780133349221,Your Office,"Amy S. Kinser, Eric Kinser, Jennifer Paige Nightingale","Pearson Education, Limited",2014,0,Gerência de Projetos,,2,4.4,64
9781280344817,Project Management,Harold Kerzner,"Wiley & Sons, Incorporated, John",2004,0,Gerência de Projetos,,3,3.7,72
9781118179758,Effective Project Management,Robert K. Wysocki,"Wiley & Sons, Incorporated, John",2011,0,Gerência de Projetos,,7,4.6,11
9780471925415,Information Systems Guides (CCTA Information Systems Guides),Central Computer & Telecommunications Agency,John Wiley and Sons Ltd,"October 25, 1989",144,Gerência de Projetos,,3,3.8,91
9780471298298,Project management,"Jack R. Meredith, Samuel J. Mantel",Wiley,2000,616,Gerência de Projetos,https://covers.openlibrary.org/b/id/303127-L.jpg,5,3.9,13
9781351122030,Construction Project Management,Peter Fewings,CRC Press LLC,2019,0,Gerência de Projetos,,4,4.0,96
9781282550698,Project Management for Dummies,Stanley E. Portny,"Wiley & Sons Canada, Limited, John",2010,0,Gerência de Projetos,,5,3.9,96
9780133149609,Your Office,"Amy S. Kinser, Eric Kinser, Jennifer Paige Nightingale","Pearson Education, Limited",2014,0,Gestão de Pessoas e Projetos,,5,3.6,31
9789401794756,Critical Studies in Diversity Management Literature,"George Gotsis, Zoe Kortezi","Springer London, Limited",2014,0,Gestão de Pessoas e Projetos,,7,4.0,44
9780471925262,Information Systems Guides (CCTA Information Systems Guides),Central Computer & Telecommunications Agency,John Wiley and Sons Ltd,"October 25, 1989",122,Gestão de Pessoas e Projetos,,3,3.9,85
9781118179741,Effective Project Management,Robert K. Wysocki,"Wiley & Sons, Incorporated, John",2011,0,Gestão de Pessoas e Projetos,,6,4.2,39
9780470088074,Core Concepts of Management,John R. Schermerhorn,John Wiley and Sons (WIE),N/A,0,Gestão de Pessoas e Projetos,,3,4.8,6
9783642597992,Forschungs- und Entwicklungsmanagement 2000plus,"Hans Dietmar Bürgel, S. Hess, S. Kleinert","Springer London, Limited",2013,0,Gestão de Pessoas e Projetos,,6,4.5,47
9789401792424,Conceptualising and Measuring Work Identity,"Paul G.W. Jansen, Gert Roodt","Springer London, Limited",2014,0,Gestão de Pessoas e Projetos,,9,4.0,7
9780075604549,Canadian human resource management,Hermann Schwind,"Mcgraw-Hill Ryerson, Ltd.","January 1, 1998",760,Gestão de Pessoas e Projetos,https://covers.openlibrary.org/b/id/10274420-L.jpg,8,4.5,78
9780471715375,Project management,"Jack R. Meredith, Samuel J. Mantel",John Wiley,2006,666,Gestão de Pessoas e Projetos,https://covers.openlibrary.org/b/id/306497-L.jpg,5,3.8,93
9783319020303,E-Government and Employment Services,"Maria Grazia Fugini, Piercarlo Maggiolini, Ramon Salvador Valles",Springer,2014,0,Gestão de Pessoas e Projetos,,5,4.6,56
9781299449107,Project Management for Dummies,Stanley E. Portny,"Wiley & Sons Canada, Limited, John",2013,0,Gestão de Pessoas e Projetos,,8,4.7,60
9780879698164,Lab Dynamics,Carl M. Cohen,Not Avail,"May 18, 2007",176,Gestão de Pessoas e Projetos,https://covers.openlibrary.org/b/id/2675206-L.jpg,1,3.5,23
9781351122009,Construction Project Management,Peter Fewings,CRC Press LLC,2019,0,Gestão de Pessoas e Projetos,,3,4.2,35
9781283949989,Project Management,Harold Kerzner,"Wiley & Sons, Incorporated, John",2013,0,Gestão de Pessoas e Projetos,,1,4.2,50
9789712353581,Human Resource Management in the Tourism and Hospitality Industry,"Christine P. Carpio-Aldeguer, Danny A. Cabulay ","Rex Book Store, Inc.",2009,397,Gestão de Pessoas e Projetos,https://covers.openlibrary.org/b/id/6392932-L.jpg,1,4.2,69
9781119146605,Project Management,"Samuel E. Portny, Samuel J. Mantel, Jack R. Meredith, Scott M. Shafer, Margaret M. Sutton, Brian E. Kramer","Wiley & Sons, Incorporated, John",2015,0,Gestão de Pessoas e Projetos,,7,3.8,36
9780619031787,Course ILT,Course Technology,Crisp Learning,"June 23, 2000",504,Gestão de Pessoas e Projetos,,5,4.4,87
9788132220442,Depersonalized Bullying at Work,Premilla D'Cruz,"Springer London, Limited",2014,0,Gestão de Pessoas e Projetos,,4,4.7,42
9780471225775,Project Management,Harold Kerzner,Wiley,"February 14, 2003",912,Gestão de Pessoas e Projetos,https://covers.openlibrary.org/b/id/302212-L.jpg,3,3.7,53
9781986216470,Christmas Carol,Charles Dickens,CreateSpace Independent Publishing Platform,2018,124,História,,2,3.7,23
9781016558563,General History of Polybius,"Polybius, Evelyn S. Shuckburgh","Creative Media Partners, LLC",2022,0,História,,3,4.5,4
9780198149088,Justin: Epitome of The Philippic History of Pompeius Trogus: Volume I: Books 11-12,"Marcus Junianus Justinus, Justin, Waldemar Heckel","Oxford University Press, USA","April 10, 1997",384,História,https://covers.openlibrary.org/b/id/128772-L.jpg,9,3.8,60
9782070318643,Les Aventures d'Alice au pays des merveilles,Lewis Carroll,Gallimard,2005,0,História,,2,4.2,16
9780195284362,The New Oxford Annotated Bible,Bible,"Oxford University Press, Incorporated",1995-12-14,0,História,,6,4.9,86
9781539647096,Picture of Dorian Gray,Oscar Wilde,CreateSpace Independent Publishing Platform,2016,134,História,,3,4.8,41
9788307010540,Przygody Oliwera Twista,Charles Dickens,Czytelnik,"Jun 01, 1985",447,História,https://covers.openlibrary.org/b/id/11200702-L.jpg,4,4.8,25
9798463340108,Geschiedenis Van Twee Steden,Charles Dickens,Independently Published,2021,0,História,,6,4.7,66
9798719600505,Mago de Oz,L. Frank Baum,Independently Published,2021,0,História,,9,3.9,29
9781420928907,The Alahambra,Washington Irving,Digireads.com,"January 1, 2007",192,História,https://covers.openlibrary.org/b/id/2804877-L.jpg,6,4.2,95
9788413932699,Frankenstein,Mary Shelley,"RBA Coleccionables, S.A.U.",2021,290,História,https://covers.openlibrary.org/b/id/14845984-L.jpg,6,3.7,27
9781976355684,Golden Asse,"Lucius Apuleius, William Adlington, Lucio Apuleyo, pixabay",CreateSpace Independent Publishing Platform,2017,116,História,,9,3.5,40
9780521573283,Herodotus,Herodotus,Cambridge University Press,"January 7, 2008",274,História,https://covers.openlibrary.org/b/id/2469514-L.jpg,8,3.9,31
9788499283180,El código del samurái. Bushido,"Inazo Nitobe, Stefano Daniel, Alberto Ragagnin, Gonzalo JIMENEZ DE LA ESPADA, Peter R. Prifti, Daniel Herwitz, José Javier Fuente del Pilar, Ricard Vela Pàmies, Z. Ferri",TIKAL,"Oct 01, 2014",96,História,https://covers.openlibrary.org/b/id/14029798-L.jpg,1,4.3,82
9781979641890,Mein Kampf,Adolf Hitler,CreateSpace Independent Publishing Platform,2017,308,História,,6,4.6,45
9781443438575,Innocents Abroad,Mark Twain,HarperCollins Publishers,2015,0,História,,1,3.7,62
9781016299824,Spirit of Prophecy the Great Controversy,"Ellen Gould Harmon White, E. G. White, Ellen G White, Ellen White, Ellen G. White, E.G. White, Ellen Gould Harmon White, White E.G, Ellen G. White, White, E. G., Ellen G. WHITE, Pacific Press Publishing Associaton","Creative Media Partners, LLC",2022,0,História,,1,4.0,69
9785041190644,Братья Карамазовы,Фёдор Михайлович Достоевский,Эксмо,2022,798,História,https://covers.openlibrary.org/b/id/14556592-L.jpg,9,4.6,31
9783866474390,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels","Anaconda, Anaconda Verlag",2009,79,História,https://covers.openlibrary.org/b/id/13028144-L.jpg,5,4.9,94
9781774372654,Anabasis,Xenophon,AD Classic,2020,0,História,,1,3.8,74
9780130291547,Technical writing basics,Brian R. Holloway,Prentice Hall,2002,210,Inglês Instrumental,https://covers.openlibrary.org/b/id/1102526-L.jpg,9,4.0,2
9780133993967,Workplace Communications,George J. Searles,Pearson Canada,2015-01-01,0,Inglês Instrumental,,3,4.0,82
9780130213723,Technical writing,William S. Pfeiffer,Prentice Hall,2000,652,Inglês Instrumental,https://covers.openlibrary.org/b/id/81731-L.jpg,7,4.3,66
9780133679472,English for Careers,"Leila R. Smith, Margaret Taylor","Prentice Hall College Div, Pearson US Imports & PHIPEs","August 14, 1995",480,Inglês Instrumental,https://covers.openlibrary.org/b/id/13891502-L.jpg,7,4.5,47
9780618948642,Successful writing at work,Philip C. Kolin,Houghton Mifflin,2008,355,Inglês Instrumental,https://covers.openlibrary.org/b/id/11797574-L.jpg,9,4.9,79
9780130258304,Technical Writing,"Sharon J. Gerson, Steven M. Gerson, Sharon Gerson, Steven Gerson","Pearson Education, Limited",1999,0,Inglês Instrumental,,6,3.6,95
9781014362896,Greek and Latin in Scientific Terminology,"Oscar Edward Nybakken, Oscar E. Nubakken, Oscar E. Nybakken, Oscar Edward Nybakken","Creative Media Partners, LLC",2021,0,Inglês Instrumental,,8,4.8,25
9780321333506,Technical writing,Diana C. Reep,Pearson/Longman,2006,585,Inglês Instrumental,https://covers.openlibrary.org/b/id/193691-L.jpg,7,4.2,7
9780809233533,Put English To Work,Janet Podnecky,McGraw-Hill ESL/ELT,"September 1, 1996",128,Inglês Instrumental,https://covers.openlibrary.org/b/id/5117718-L.jpg,5,4.5,15
9780132803069,General Engineering,C. M. Johnson,Prentice-Hall,"June 1, 1993",103,Inglês Instrumental,,8,4.6,83
9780205747450,Style,"Joseph M. Williams, Joseph Bizup, Gregory G. Colomb",Longman,2010,0,Inglês Instrumental,,4,4.9,2
9788132226536,Advanced Computing and Systems for Security,"Rituparna Chaki, Agostino Cortesi, Khalid Saeed, Nabendu Chaki",Springer,2015,0,Inteligência Artificial,,3,4.9,53
9781448767915,Ender's Game,Orson Scott Card,Paw Prints,2002,330,Inteligência Artificial,https://covers.openlibrary.org/b/id/14532822-L.jpg,3,3.9,79
9788804519522,"Io, Robot",Isaac Asimov,Oscar Mondadori,2014,0,Inteligência Artificial,https://covers.openlibrary.org/b/id/14620616-L.jpg,6,4.1,38
9782290321126,Terres perdues,Stephen King,J'ai lu,2004,574,Inteligência Artificial,https://covers.openlibrary.org/b/id/14657600-L.jpg,1,4.0,73
9780007937790,Prey,Michael Crichton,Harper,2006-01-01,0,Inteligência Artificial,,7,4.7,19
9781292472553,Artificial Intelligence,"Stuart J. Russell, Peter Norvig, Stuart RUSSELL, Stuart Russell, [ MEI ] NUO WEI GE ( Peter Norvig ) [ MEI ] LUO SU ( Stuart J.Russell ) ","Pearson Education, Limited",2024,0,Inteligência Artificial,,4,4.2,86
9783031237928,Computational Linguistics and Intelligent Text Processing,Alexander Gelbukh,Springer,2023,0,Inteligência Artificial,,8,4.6,24
9783031632228,Artificial Intelligence Applications and Innovations,"Lazaros S. Iliadis, Ilias Maglogiannis, Harris Papadopoulos",Springer,2024,0,Inteligência Artificial,,6,4.5,9
9783031425042,Artificial Intelligence and Soft Computing,Leszek Rutkowski,Springer,2023,0,Inteligência Artificial,,2,4.3,80
9783642409943,Machine Learning and Knowledge Discovery in Databases,"Hendrik Blockeel, Kristian Kersting, Siegfried Nijssen, Filip Železný",Springer,2013,0,Inteligência Artificial,,1,4.1,16
9780262343930,Perceptrons,"Marvin Minsky, Seymour Papert, Léon Bottou",MIT Press,2017,316,Inteligência Artificial,,8,4.1,31
9783031703645,Machine Learning and Knowledge Discovery in Databases,"Albert Bifet, Michael May, Bianca Zadrozny, Ricard Gavalda, Dino Pedreschi",Springer,2024,0,Inteligência Artificial,,9,4.3,35
9780367573058,Introduction to Machine Learning with Applications in Information Security,Mark Stamp,Taylor & Francis Group,2020,0,Inteligência Artificial,,8,4.8,33
9781315320595,First Course in Machine Learning,"Simon Rogers, Mark Girolami",Taylor & Francis Group,2016,397,Inteligência Artificial,,7,3.8,29
9783642231995,Machine Learning and Data Mining in Pattern Recognition,"Petra Perner, Atsushi Imiya",Springer,2011,0,Inteligência Artificial,,9,4.1,81
9783319191355,Machine Learning Paradigms,"Aristomenis S. Lampropoulos, George A. Tsihrintzis",Springer,2015,0,Inteligência Artificial,,8,5.0,42
9780429138676,Introduction to Machine Learning and Bioinformatics,"Sushmita Mitra, Sujay Datta, Theodore Perkins, George Michailidis",Taylor & Francis Group,2008,384,Inteligência Artificial,,8,4.1,9
9782253133094,Révolte sur la lune,Robert A. Heinlein,Livre de Poche,2016,0,Inteligência Artificial,https://covers.openlibrary.org/b/id/14631269-L.jpg,9,4.3,17
9781881303329,Global glasnost,"Johan Galtung, Richard C. Vincent",Hampton Press,1992,271,Jornalismo e Comunicação Social,https://covers.openlibrary.org/b/id/5176272-L.jpg,3,3.7,9
9780060522803,Fast Food Nation 20pk RGG,Eric Schlosser,HarperCollins Publishers,2002,0,Jornalismo e Comunicação Social,,2,4.8,28
9780415732949,Communication Technology Update and Fundamentals,"August E. Grant, Jennifer H. Meadows",Taylor & Francis Group,2014,0,Jornalismo e Comunicação Social,,8,4.9,92
9780803971998,Questioning the Media,"Downing, John, Ali Mohammadi, Annabelle Sreberny-Mohammadi, John D H Downing, Annabelle Sreberny","SAGE Publications, Incorporated",1995,0,Jornalismo e Comunicação Social,,8,4.0,69
9781351306027,Tendencies and Tensions of the Information Age,"Jorge Reina Schement, Terry Curtis",Taylor & Francis Group,2018,0,Jornalismo e Comunicação Social,,5,3.6,14
9780673990259,Modern mass media,"John Calhoun Merrill, John C. Merrill, Edward J. Friedlander, John Lee, Edward Jay Friedlander",HarperCollins College Pub.,1994,445,Jornalismo e Comunicação Social,https://covers.openlibrary.org/b/id/1335569-L.jpg,8,4.5,1
9781783035014,Hitler's Fortune,Cris Whetton,Pen & Sword Books Limited,2005,0,Jornalismo e Comunicação Social,,7,4.4,5
9780205453276,Communication Theories,"Werner J. Severin, Werner Joseph Severin, James W. Tankard","Pearson Education, Limited",2013,432,Jornalismo e Comunicação Social,https://covers.openlibrary.org/b/id/13238177-L.jpg,4,3.6,31
9781306116657,Mass Audience,"James G. Webster, James Webster, Patricia F. Phalen",Routledge,2013,0,Jornalismo e Comunicação Social,,5,3.8,41
9781305950849,Media Now,"Joseph D. Straubhaar, Joseph Straubhaar, Robert LaRose, Robert Larose","Cengage Learning, Wadsworth Publishing",2016,592,Jornalismo e Comunicação Social,,3,4.3,98
9780190942793,Mass Communication Theory,"Stanley J. Baran, Dennis K. Davis","Oxford University Press, Incorporated",2020,464,Jornalismo e Comunicação Social,,1,5.0,1
9787206030895,吉林省志,Jilin Sheng di fang zhi bian zuan wei yuan hui,Jilin ren min chu ban she,2000,416,Jornalismo e Comunicação Social,,7,4.1,51
9780141008752,Under the Duvet ,Marian Keyes,Penguin Books Ltd,N/A,304,Jornalismo e Comunicação Social,https://covers.openlibrary.org/b/id/106703-L.jpg,8,3.5,99
9781032391403,Media Ethics,"Clifford G. Christians, Mark B Fackler, Kim B. Rotzoll, Kathy Brittain McKee, Mark Fackler, Kim Rotzoll, Ethical Foundations, Perspectives NBC, Sexism, World Cup Soccer. Abortion Profiteers.",Routledge,2024,0,Jornalismo e Comunicação Social,,4,4.2,84
9780143198383,The girl who kicked the hornets' nest,Stieg Larsson,Penguin Canada,2015,563,Jornalismo e Comunicação Social,https://covers.openlibrary.org/b/id/12545223-L.jpg,9,4.2,13
9780511885044,William Cobbett,Leonora Nattrass,Cambridge University Press,2011,0,Jornalismo e Comunicação Social,,4,4.0,56
9780801317439,Old Media New Media,"Dizard, Wilson P., Wilson P. Dizard, Wilson, Jr Dizard",Addison Wesley Longman,August 1996,242,Jornalismo e Comunicação Social,https://covers.openlibrary.org/b/id/1507031-L.jpg,8,4.8,68
9781351395380,&#26085;&#26412;&#35486;NOW! NihonGO NOW!,"Mari Noda, Patricia J. Wetzel, Ginger Marcus, Stephen D. Luft, Shinsuke Tsuchiya",Taylor & Francis Group,2021,0,Jornalismo e Comunicação Social,,5,3.7,73
9783161481123,Logik der Forschung,Karl Popper,Mohr Siebeck GmbH & Company KG,2005,0,Jornalismo e Comunicação Social,,1,3.8,96
9781138323261,Reverse Design,Patrick Holleman,Taylor & Francis Group,2018,0,Jornalismo e Comunicação Social,,9,4.3,15
9788497720809,Técnicas de investigación en ciencias humanas,Gemma Muñoz-Alonso López,Dykinson,"August 31, 2003",181,Leitura e Produção de Textos,https://covers.openlibrary.org/b/id/7442860-L.jpg,2,4.4,1
9780321881847,Short Guide to Writing about Literature,"Sylvan Barnet, William Cain, B, William E. Cain","Pearson Education, Limited",2012,408,Leitura e Produção de Textos,,2,4.4,40
9788448302160,Libro de estilo universitario,Carlos Arroyo Jiménez,Acento Editorial,1997,556,Leitura e Produção de Textos,,2,3.8,81
9788468666884,Cómo elaborar y defender un trabajo académico en humanidades,Gemma Muñoz-Alonso López,Bubok,10 jul 2015,224,Leitura e Produção de Textos,https://covers.openlibrary.org/b/id/7446549-L.jpg,1,4.5,39
9786191640362,Science in Style: Writing a Graduation Project,Milena Tsvetkova,Enthusiast Publishing,2013,484,Leitura e Produção de Textos,https://covers.openlibrary.org/b/id/7443415-L.jpg,4,4.3,39
9789505376124,Manual de redacción de escritos de investigación,Eduardo R. Scarano,Macchi,June 2004,167,Leitura e Produção de Textos,https://covers.openlibrary.org/b/id/7443380-L.jpg,1,3.9,73
9788132105473,Academic Writing,Mathukutty M. Monippally,"SAGE Publications India Pvt, Ltd.",2008,0,Leitura e Produção de Textos,,2,3.7,70
9780312697839,From Inquiry to Academic Writing,"Stuart Greene, April Lidinsky",Bedford/St. Martin's,"Jul 01, 2010",0,Leitura e Produção de Textos,,9,4.2,54
9781317350415,American Public Administration,Robert A. Cropf,"Routledge, Chapman & Hall, Incorporated",2015,0,Leitura e Produção de Textos,,7,3.6,33
9780205651924,Writing research papers,James D. Lester,Pearson Longman,2009,416,Leitura e Produção de Textos,https://covers.openlibrary.org/b/id/9267345-L.jpg,3,3.9,31
9781032424088,Evaluating Research in Academic Journals,Fred Pyrczak,Taylor & Francis Group,2024,0,Leitura e Produção de Textos,,4,4.6,44
9781032464145,Research and Writing in International Relations,"Laura Roselle, Sharon Spray","Routledge, Chapman & Hall, Incorporated",2025,268,Leitura e Produção de Textos,,7,4.1,54
9789688520079,Cm̤o se hace una tesis,"Umberto Eco, Geoff Farina, Francesco Erspamer, Caterina Mongiat Farina, Sean Pratt","Gedisa., Gedisa",1987,267,Leitura e Produção de Textos,https://covers.openlibrary.org/b/id/15094335-L.jpg,6,5.0,86
9780312551995,A writer's reference,Diana Hacker,Harvard University,2011,720,Leitura e Produção de Textos,,5,3.6,95
9780205911363,Writing and Reading Across the Curriculum,"Rosen, Laurence Behrens, Lawrence Rosen, J. Leonard, Laurence M. Behrens, Len Rosen, Leonard J. Rosen","Pearson Education, Limited",2012,0,Leitura e Produção de Textos,,9,4.7,7
9787807527886,Zhonghua da dian,"""Zhonghua da dian"" gong zuo wei yuan hui","Ba Shu shu she, Xi nan shi fan da xue chu ban she",2011,1466,Letras e Linguística,,3,4.7,88
9781018492315,Historisch-Kritisches Lehrgebäude der Hebräischen Sprache. Erste Hälfte,Eduard König,"Creative Media Partners, LLC",2022,0,Letras e Linguística,,7,4.1,78
9781322193076,Understanding Syntax,Maggie Tallerman,Taylor & Francis Group,2014,361,Letras e Linguística,,2,4.2,60
9780064933186,Modern English Grammar on Historical Principles,Otto Jespersen,Barnes & Noble,January 2000,0,Letras e Linguística,,2,3.9,77
9780262327794,Aspects of the Theory of Syntax,Noam Chomsky,MIT Press,2014,296,Letras e Linguística,,8,4.3,4
9783442054701,Der Stoß von der Klippe. Ein Miss- Silver- Roman.,Patricia Wentworth,Goldmann,"February 1, 2002",0,Letras e Linguística,https://covers.openlibrary.org/b/id/3196257-L.jpg,5,3.9,4
9783962725990,Devil's Dictionary,Ambrose Bierce,"Liese. Outside The Box, Andreas",2018,0,Letras e Linguística,,2,3.6,11
9780545686228,Let's Learn Readers,Scholastic Teaching Resources,"Scholastic, Incorporated",2014,16,Letras e Linguística,,4,4.6,63
9780270313673,empire Chinois; Volume 2,Evariste Régis Huc,"Creative Media Partners, LLC",2018,0,Letras e Linguística,,5,3.9,89
9788498604238,Hizkuntza-sena,"Steven Pinker, Garikoitz Knörr de Santiago",Universidad del País Vasco,"Jan 01, 2010",512,Letras e Linguística,https://covers.openlibrary.org/b/id/13765057-L.jpg,9,4.7,3
9781847492418,Exercises in Style,Raymond Queneau,Alma Classics,2013,128,Letras e Linguística,,9,3.8,27
9781018681047,"Monde Primitif, Analysé et Comparé Avec le Monde Moderne Ou Recherches Sur les Antiquités du Monde, Volume 8...","Antoine Court de Gébelin, aîné Nyon, Gilbert Cazenaud , John M. Mason , Elizabeth Worcester Mills, Durand","Creative Media Partners, LLC",2022,0,Letras e Linguística,,5,4.2,46
9786588519363,Curso de linguística geral,Ferdinand de Saussure,Parábola,2021,392,Letras e Linguística,https://covers.openlibrary.org/b/id/14586331-L.jpg,5,3.5,43
9781530375004,"Travels in Tartary, Thibet, and China During the Years 1844-5-6. Volume 2","Evariste Régis Huc, Percy Sinnett, Paul Pelliot, Joseph Gabet, William Hazlitt",CreateSpace Independent Publishing Platform,2016,202,Letras e Linguística,,9,3.8,7
9780545348232,Bob books,Lynn Maslen Kertell,Scholastic Inc.,2011,12,Letras e Linguística,https://covers.openlibrary.org/b/id/12490082-L.jpg,3,3.9,18
9781857589184,Basic Skills,Louis Fidge,Letts Educational Ltd,"February 15, 1999",32,Letras e Linguística,https://covers.openlibrary.org/b/id/909908-L.jpg,1,4.8,76
9781414261911,On the Study of Words,Richard Chenevix Trench,IndyPublish.com,November 2003,180,Letras e Linguística,https://covers.openlibrary.org/b/id/1784446-L.jpg,9,4.2,56
9781472522887,Language of the Third Reich : LTI,Victor Klemperer,Bloomsbury Publishing Plc,2013,0,Letras e Linguística,,6,3.7,84
9780192813893,A dictionary of modern English usage,"H. W. Fowler, Sir Ernest Gowers","Oxford University Press, Oxford University Press, USA",1983,725,Letras e Linguística,https://covers.openlibrary.org/b/id/11321487-L.jpg,7,3.6,31
9780446313254,Lonesome Road,Patricia Wentworth,Not Avail,February 1985,0,Letras e Linguística,,4,3.9,42
9788538004929,Livro ilustrado de Língua Brasileira de Sinais,Márcia Honora,Ciranda Cultural,2008,352,Libras,https://covers.openlibrary.org/b/id/13751839-L.jpg,9,4.0,16
9788528200690,Por uma gramática de línguas de sinais,Lucinda Ferreira,"Tempo Brasileiro, TEMPO BRASILEIRO",2010,273,Libras,https://covers.openlibrary.org/b/id/13473143-L.jpg,2,4.3,79
9781563685439,"Signed Language Interpreting in Brazil
            
                Studies in Interpretation",Ronice Muller De Quadros,Gallaudet University Press,2012,122,Libras,https://covers.openlibrary.org/b/id/7832737-L.jpg,5,4.7,4
9788531411786,Novo Deit-Libras,"Fernando César Capovilla, Walkiria Duarte Raphael, Aline Cristina Mauricio",Edusp,2009,2459,Libras,https://covers.openlibrary.org/b/id/14352373-L.jpg,4,4.0,94
9788531408267,Enciclopedia Da Lingua de Sinais Brasileiras,Fernando César Capovilla,Not Avail,January 2005,8,Libras,,5,4.8,21
9783737202268,Treasure Island,Robert Louis Stevenson,Vero Verlag GmbH & Company KG,2014,0,Literatura e Teoria Literária,,7,3.6,6
9787806262870,Xiao fu ren,Louisa May Alcott,Jilin wen shi chu ban she,2002,324,Literatura e Teoria Literária,https://covers.openlibrary.org/b/id/13032411-L.jpg,5,3.6,63
9788563560124,Viagens de Gulliver,Jonathan Swift,Penguin,"Dec 14, 2010",0,Literatura e Teoria Literária,https://covers.openlibrary.org/b/id/12370618-L.jpg,6,4.1,77
9798855115550,Harry Potter and the Sorcerer's Stone,J. K. Rowling,Bound to Stay Bound Books,1998,309,Literatura e Teoria Literária,,4,4.0,33
9781514202999,How to Read Literature Like a Professor,Thomas C. Foster,CreateSpace Independent Publishing Platform,2015-06-03,154,Literatura e Teoria Literária,,6,4.5,50
9781982146160,Frankenstein,Mary Shelley,Gallery Books,2021,0,Literatura e Teoria Literária,https://covers.openlibrary.org/b/id/14810195-L.jpg,4,4.3,10
9780582448988,Oliver Twist (penguin Joint Venture Readers),Charles Dickens,Longman,2000,0,Literatura e Teoria Literária,,3,4.8,8
9798598606681,Tale of Two Cities by Charles Dickens,Charles Dickens,Independently Published,2021,0,Literatura e Teoria Literária,,4,4.0,19
9781772268836,Sense & Sensibility (100 Copy Collector's Edition),Jane Austen,AD Classic,2019,0,Literatura e Teoria Literária,,9,4.7,89
9781317890584,Narratology,"Susana Onega Jaén, Susana Onega, Jose Angel Landa",Taylor & Francis Group,2014,336,Literatura e Teoria Literária,,8,5.0,96
9789985322260,Lohetätoveeringuga tüdruk,Stieg Larsson,Varrak,2011,0,Literatura e Teoria Literária,https://covers.openlibrary.org/b/id/14476667-L.jpg,5,4.2,31
9781136679834,Fredric Jameson,"Douglas Kellner, Sean Homer",Taylor & Francis Group,2018,228,Literatura e Teoria Literária,,8,4.0,86
9781108321785,Annals of Tacitus,"Tacitus, A. J. Woodman",Cambridge University Press,2018,0,Literatura e Teoria Literária,,6,3.8,6
